iter	Logloss
0	0.6659329547
1	0.6354452797
2	0.6097456564
3	0.5828766503
4	0.5622755074
5	0.5422642713
6	0.5250809414
7	0.5069134039
8	0.4919576952
9	0.4772594224
10	0.464597927
11	0.4546498187
12	0.4442018828
13	0.4359650296
14	0.4283564111
15	0.4202864454
16	0.4128990016
17	0.4066915028
18	0.4013184155
19	0.3958896726
20	0.3906493758
21	0.3861223918
22	0.3820471896
23	0.3783906572
24	0.3743113313
25	0.3707124728
26	0.367746249
27	0.3653592976
28	0.362115001
29	0.3598322925
30	0.3569475475
31	0.3543777143
32	0.3523110152
33	0.349588935
34	0.3476226703
35	0.3449440138
36	0.343487589
37	0.3417927487
38	0.3405740961
39	0.3389835722
40	0.3377743667
41	0.3363788044
42	0.3351379244
43	0.3340134866
44	0.3327292095
45	0.3314517527
46	0.3304305228
47	0.3296729311
48	0.328426734
49	0.3274649306
50	0.3260948201
51	0.3253338818
52	0.3244540187
53	0.3237815622
54	0.3230066032
55	0.3223717374
56	0.3215590501
57	0.3207918482
58	0.3201901423
59	0.3194918416
60	0.3186651583
61	0.3182415904
62	0.3176649325
63	0.3172885833
64	0.3168885061
65	0.3163178049
66	0.3155447773
67	0.3147156833
68	0.3136190805
69	0.3130631698
70	0.312339258
71	0.3118093535
72	0.3112745337
73	0.3107821962
74	0.3100213508
75	0.3096404654
76	0.3092547039
77	0.3086674204
78	0.3080074019
79	0.3076367219
80	0.3069257821
81	0.3067093572
82	0.3064991645
83	0.3062089873
84	0.3057339262
85	0.3054482848
86	0.3052261266
87	0.3049378847
88	0.3045135834
89	0.3041616113
90	0.3039404731
91	0.3035141504
92	0.3032877208
93	0.3030076443
94	0.3027818785
95	0.3025913753
96	0.3022794721
97	0.3020777585
98	0.3018793277
99	0.3014012291
100	0.3012138869
101	0.300852658
102	0.3005943502
103	0.3003588322
104	0.3001984155
105	0.2999908494
106	0.299770769
107	0.2994546053
108	0.2988348224
109	0.2986628582
110	0.2984935866
111	0.2982259918
112	0.2980380741
113	0.2978124961
114	0.2975871047
115	0.2973801018
116	0.2971495724
117	0.2969893096
118	0.296831807
119	0.2966401753
120	0.2962766026
121	0.2960624085
122	0.2959251324
123	0.2954939065
124	0.2953575094
125	0.2950880337
126	0.2948820317
127	0.294752688
128	0.2943459613
129	0.2940973234
130	0.2938334014
131	0.2936794706
132	0.2935256317
133	0.2933958086
134	0.293237337
135	0.293058008
136	0.2928720655
137	0.2927706795
138	0.2926717423
139	0.2925697357
140	0.2924608567
141	0.2922577809
142	0.291854396
143	0.2917072227
144	0.2915607963
145	0.291379729
146	0.2912584095
147	0.2911146283
148	0.290971444
149	0.29080549
150	0.2907369456
151	0.2904229383
152	0.2902330348
153	0.2900647994
154	0.2898976579
155	0.2898124024
156	0.2897184442
157	0.2896381833
158	0.2894762373
159	0.2890906453
160	0.2889655509
161	0.2888980285
162	0.2887072119
163	0.2886151417
164	0.28850998
165	0.2883902627
166	0.2877753452
167	0.2876768756
168	0.2875212209
169	0.2871287143
170	0.2870970589
171	0.2869639325
172	0.2868762566
173	0.2867164261
174	0.2865993774
175	0.2864849547
176	0.286425957
177	0.2862870675
178	0.2860954071
179	0.2860208369
180	0.2859307912
181	0.2857951891
182	0.285684542
183	0.2855751896
184	0.2853520575
185	0.2852761573
186	0.2851801531
187	0.2850226886
188	0.2848855745
189	0.2847700063
190	0.2847398381
191	0.2846058732
192	0.28450375
193	0.2843958098
194	0.2843011637
195	0.2842248863
196	0.2841393418
197	0.2841104633
198	0.2839665656
199	0.2838906403
